# This is CartPole simulation from 15.07.2021 at time 13:17:30
# Done with git-revision: 603d21962bca5d3a642044a4cd2195dda129ea73
#
# Length of experiment: 29.68 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mppi-spiking
#
# Parameters:
# m: 0.087
# M: 0.23
# L: 0.1975
# u_max: 6.21
# M_fric: 6.34
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.0
# controlBias: 0.0
# sensorNoise: 0.0
# g: 9.81
# k: 1.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q,u,target_position
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
0.020000000000000004,0.0,0.0,-4.418086286001484,1.0,0.0,0.0,0.0,-2.0360015201063266,-0.091706716,-0.5694987,0.09170671816352062
0.04000000000000002,-0.00070654583,-0.0724205,-1.4984207914329695,0.99999976,-0.0007065458,-0.00032551898,-0.03334558,-0.6846449234714103,-0.064846516,-0.40269688,0.09170671816352062
0.06000000000000004,-0.0023965042,-0.097338974,-0.06541082864061602,0.99999714,-0.0023965018,-0.0011019767,-0.044573817,-0.00805008335289606,-0.045736935,-0.28402635,0.09170671816352062
0.08000000000000006,-0.004356944,-0.09900219,0.5990183849439776,0.9999905,-0.00435693,-0.0019948531,-0.044726048,0.3173516926554452,-0.031120118,-0.19325593,0.09170671816352062
0.10000000000000007,-0.0062452685,-0.08993246,0.869829633211051,0.9999805,-0.006245228,-0.0028387504,-0.039549246,0.4608126876207908,-0.019261036,-0.11961103,0.09170671816352062
0.12000000000000009,-0.007909497,-0.076531544,0.9424841979001395,0.9999687,-0.007909414,-0.0035561644,-0.032020986,0.5108219879819348,-0.009223352,-0.057277016,0.09170671816352062
0.1400000000000001,-0.0092945015,-0.06201219,0.9185520134493178,0.9999568,-0.009294367,-0.0041150027,-0.023670904,0.5135970876666212,-0.0004905341,-0.003046217,0.09170671816352062
0.16000000000000011,-0.010393216,-0.047931403,0.8505313194611478,0.999946,-0.010393029,-0.004506379,-0.015272352,0.4932380715218743,0.007232832,0.044915885,0.09170671816352062
0.18000000000000013,-0.011221348,-0.034991596,0.7652901110445227,0.99993706,-0.011221113,-0.004733022,-0.00720431,0.4622703051381602,0.014124855,0.08771535,0.09170671816352062
0.20000000000000015,-0.011804383,-0.023458935,0.6763411563250646,0.9999303,-0.011804109,-0.0048032403,0.00035923842,0.4271673240657262,0.02030098,0.12606908,0.09170671816352062
0.22000000000000017,-0.012170982,-0.013381152,0.590252138438411,0.9999259,-0.012170681,-0.0047277864,0.0073502758,0.39123655135031954,0.025842423,0.16048144,0.09170671816352062
0.24000000000000019,-0.012349724,-0.004700752,0.5100029600120616,0.99992377,-0.01234941,-0.0045182453,0.013754944,0.3561328440844307,0.030811273,0.191338,0.09170671816352062
0.2600000000000002,-0.012367574,0.0026866535,0.4367333916382292,0.9999235,-0.012367258,-0.004186213,0.019586492,0.3226478804867781,0.035258316,0.21895415,0.09170671816352062
0.2800000000000002,-0.012249235,0.008902483,0.37066038073242086,0.99992496,-0.012248929,-0.0037428953,0.02487117,0.2911260367381143,0.039227337,0.24360177,0.09170671816352062
0.3000000000000002,-0.012016957,0.014070321,0.31154751284883286,0.9999278,-0.012016667,-0.0031989168,0.029640883,0.26167860315489233,0.042757247,0.2655225,0.09170671816352062
0.32000000000000023,-0.01169056,0.018308667,0.2589547926433434,0.9999317,-0.011690293,-0.0025642456,0.03392939,0.23429917555429214,0.045883402,0.28493592,0.09170671816352062
0.34000000000000025,-0.011287573,0.02172779,0.21236338939566865,0.9999363,-0.011287333,-0.0018481774,0.037770364,0.20892232564840232,0.048638277,0.3020437,0.09170671816352062
0.36000000000000026,-0.010823407,0.024428543,0.17123975521930976,0.9999414,-0.010823196,-0.0010593426,0.041196443,0.18545484122191572,0.05105191,0.31703237,0.09170671816352062
0.3800000000000003,-0.010311544,0.02650228,0.13506330595015786,0.99994683,-0.010311361,-0.00020573514,0.04423874,0.16379044598691234,0.053152084,0.33007446,0.09170671816352062
0.4000000000000003,-0.009763724,0.02803116,0.10334602323777023,0.9999523,-0.009763569,0.000705257,0.04692666,0.14382060808471264,0.05496463,0.34133038,0.09170671816352062
0.4200000000000003,-0.009190133,0.029088777,0.07563793703252673,0.9999578,-0.009190003,0.0016668164,0.049287844,0.12543895042184766,0.05651359,0.35094938,0.09170671816352062
0.44000000000000034,-0.008599549,0.029740877,0.05152126281900897,0.99996305,-0.008599442,0.0026726618,0.0513482,0.10853998040043379,0.05782116,0.3590694,0.09170671816352062
0.46000000000000035,-0.007999512,0.030045945,0.03061993865502284,0.999968,-0.007999427,0.0037170134,0.053131927,0.0930252057972504,0.05890808,0.3658192,0.09170671816352062
0.48000000000000037,-0.0073964535,0.030055966,0.012589961898863158,0.99997264,-0.007396386,0.00479456,0.05466164,0.07879988720039924,0.059793547,0.37131792,0.09170671816352062
0.5000000000000003,-0.006795818,0.029817019,-0.002883209607644764,0.99997693,-0.006795766,0.005900426,0.05595837,0.06577313537533856,0.06049527,0.37567562,0.09170671816352062
0.5200000000000004,-0.0062021846,0.029369779,-0.01607873677337584,0.99998075,-0.006202145,0.007030143,0.057041716,0.05386178667991097,0.061029766,0.37899485,0.09170671816352062
0.5400000000000004,-0.0056193615,0.028750183,-0.02725386117231998,0.9999842,-0.0056193317,0.008179624,0.057929892,0.04298514324920264,0.061412238,0.38137,0.09170671816352062
0.5600000000000004,-0.005050482,0.027989786,-0.03663760738710051,0.99998724,-0.005050461,0.009345127,0.058639817,0.03306885659477438,0.061656803,0.38288873,0.09170671816352062
0.5800000000000004,-0.0044980845,0.0271163,-0.04443820895529671,0.99998987,-0.004498069,0.010523244,0.05918718,0.02404222834718215,0.06177643,0.38363162,0.09170671816352062
0.6000000000000004,-0.0039641866,0.026153924,-0.050842036002968743,0.99999213,-0.0039641764,0.011710864,0.059586532,0.0158395237861391,0.061783135,0.38367328,0.09170671816352062
0.6200000000000004,-0.0034503532,0.02512376,-0.056017781703737494,0.99999404,-0.0034503464,0.012905157,0.059851345,0.00839862901259717,0.061687984,0.3830824,0.09170671816352062
0.6400000000000005,-0.002957754,0.024044108,-0.06011444090810545,0.99999565,-0.0029577496,0.014103556,0.059994087,0.0016626282998616602,0.061501198,0.38192245,0.09170671816352062
0.6600000000000005,-0.002487216,0.02293081,-0.06326845730464696,0.9999969,-0.0024872134,0.015303732,0.06002629,-0.00442302924665822,0.061232153,0.38025168,0.09170671816352062
